province_id,province_name,city_id,city_name,county_id,county_name,town_id,town_name,community_id,community_name
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811001000,军地坪街道,430811001007,迎宾路
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811001000,军地坪街道,430811001008,喻家咀
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811001000,军地坪街道,430811001009,文风路
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811001000,军地坪街道,430811001010,白虎堂
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811001000,军地坪街道,430811001011,黄龙路
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811001000,军地坪街道,430811001202,黄河村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811001000,军地坪街道,430811001203,金杜村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811001000,军地坪街道,430811001206,双星村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811001000,军地坪街道,430811001208,田富村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811001000,军地坪街道,430811001209,双文村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811001000,军地坪街道,430811001501,索溪林场生活区
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811002000,锣鼓塔街道,430811002001,锣鼓塔社区
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811002000,锣鼓塔街道,430811002002,袁家界社区
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811002000,锣鼓塔街道,430811002003,张家界社区
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811002000,锣鼓塔街道,430811002501,张家界国营林场生活区
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811201000,协合乡,430811201001,插旗峪
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811201000,协合乡,430811201002,龙尾巴
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811201000,协合乡,430811201201,李家岗村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811201000,协合乡,430811201202,杨家坪村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811201000,协合乡,430811201203,协合村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811201000,协合乡,430811201206,黄家坪村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811202000,中湖乡,430811202001,杨家界
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811202000,中湖乡,430811202002,野鸡铺
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811202000,中湖乡,430811202202,石家峪村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811202000,中湖乡,430811202203,檀木岗村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811202000,中湖乡,430811202205,三家峪村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811202000,中湖乡,430811202208,渔泉峪村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811202000,中湖乡,430811202209,青龙垭村
430000000000,湖南省,430800000000,张家界市,430811000000,武陵源区,430811202000,中湖乡,430811202210,定家庄村
430000000000,湖南省,430800000000,张家界市,430821000000,慈利县,430821100000,零阳镇,430821100001,南街
430000000000,湖南省,430800000000,张家界市,430821000000,慈利县,430821100000,零阳镇,430821100002,东街
430000000000,湖南省,430800000000,张家界市,430821000000,慈利县,430821100000,零阳镇,430821100003,北街
430000000000,湖南省,430800000000,张家界市,430821000000,慈利县,430821100000,零阳镇,430821100004,西街
430000000000,湖南省,430800000000,张家界市,430821000000,慈利县,430821100000,零阳镇,430821100005,紫霞
430000000000,湖南省,430800000000,张家界市,430821000000,慈利县,430821100000,零阳镇,430821100006,白沙井
430000000000,湖南省,430800000000,张家界市,430821000000,慈利县,430821100000,零阳镇,430821100007,朝王塔
430000000000,湖南省,430800000000,张家界市,430821000000,慈利县,430821100000,零阳镇,430821100008,鲤鱼桥
